Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2000,Malignant neoplasms (C00-C97),Cancer,VA,13528,208.6
2005,Malignant neoplasms (C00-C97),Cancer,LA,9249,208.6
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,FL,47160,208.7
2001,Malignant neoplasms (C00-C97),Cancer,ArKS,6092,208.8
2005,Malignant neoplasms (C00-C97),Cancer,MS,6065,208.9
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,CA,64999,209
2002,Malignant neoplasms (C00-C97),Cancer,OH,25173,209
1999,Malignant neoplasms (C00-C97),Cancer,VA,13365,209.1
1999,Malignant neoplasms (C00-C97),Cancer,NJ,18178,209.3
1999,Malignant neoplasms (C00-C97),Cancer,MD,10143,209.5
1999,Malignant neoplasms (C00-C97),Cancer,PA,30312,209.5
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WA,11370,209.7
2002,Malignant neoplasms (C00-C97),Cancer,IN,12865,209.7
2000,Malignant neoplasms (C00-C97),Cancer,MD,10290,209.7
2004,Malignant neoplasms (C00-C97),Cancer,MS,5983,209.8
2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,KY,9905,210
2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WV,4914,210.1
2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,KY,9662,210.1
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,SD,1943,210.2
2005,Malignant neoplasms (C00-C97),Cancer,TN,12995,210.3
1999,Malignant neoplasms (C00-C97),Cancer,RI,2463,210.3
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,PA,33744,210.4
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,VA,14284,210.4
1999,Malignant neoplasms (C00-C97),Cancer,IL,25024,210.4
2000,Malignant neoplasms (C00-C97),Cancer,ArKS,6090,210.5
2006,Malignant neoplasms (C00-C97),Cancer,DC,1178,210.5
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ME,3170,210.6
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,IA,7840,210.9
1999,Malignant neoplasms (C00-C97),Cancer,AL,9506,210.9
2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WV,4897,211.2
2003,Malignant neoplasms (C00-C97),Cancer,WV,4610,211.6
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,AK,607,211.7
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,DC,1375,211.7
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NC,17765,211.7
1999,Malignant neoplasms (C00-C97),Cancer,SC,8089,211.7
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WY,985,211.9
2001,Malignant neoplasms (C00-C97),Cancer,IN,12831,211.9
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NE,4150,212
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,GA,16184,212
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,VT,1370,212
2006,Malignant neoplasms (C00-C97),Cancer,KY,9394,212
2000,Malignant neoplasms (C00-C97),Cancer,IL,25365,212
2000,Malignant neoplasms (C00-C97),Cancer,OH,24988,212
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,LA,10665,212.1
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,SD,1937,212.1
2004,Malignant neoplasms (C00-C97),Cancer,WV,4694,212.2
2003,Malignant neoplasms (C00-C97),Cancer,MS,5960,212.2
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ND,1700,212.3
2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,LA,9781,212.4
2000,Malignant neoplasms (C00-C97),Cancer,SC,8250,212.6
2003,Malignant neoplasms (C00-C97),Cancer,TN,12613,212.7
2006,Malignant neoplasms (C00-C97),Cancer,MS,6236,212.7
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ND,1679,212.8
2002,Malignant neoplasms (C00-C97),Cancer,ArKS,6282,212.8
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,DC,1298,213
2001,Malignant neoplasms (C00-C97),Cancer,AL,9801,213
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,LA,10074,213.1
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,LA,10943,213.1
2001,Malignant neoplasms (C00-C97),Cancer,TN,12229,213.1
2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NY,47283,213.2
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,DC,1340,213.5
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MA,15144,213.5
2000,Malignant neoplasms (C00-C97),Cancer,ME,3070,213.6
2000,Malignant neoplasms (C00-C97),Cancer,NV,3763,213.6
2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ArKS,7168,213.8
1999,Malignant neoplasms (C00-C97),Cancer,TN,11943,213.9
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,AZ,10584,214
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,LA,10346,214.1
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ArKS,7377,214.1
1999,Malignant neoplasms (C00-C97),Cancer,ArKS,6137,214.1
2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,KY,9728,214.3
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WY,1005,214.5
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MT,2049,214.6
2002,Malignant neoplasms (C00-C97),Cancer,TN,12518,214.6
1999,Malignant neoplasms (C00-C97),Cancer,ME,3035,214.6
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,KS,6491,214.7
2000,Malignant neoplasms (C00-C97),Cancer,IN,12842,214.7
2007,Malignant neoplasms (C00-C97),Cancer,KY,9692,214.7
2002,Malignant neoplasms (C00-C97),Cancer,ME,3206,214.9
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NC,17607,215.2
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ID,2519,215.2
2002,Malignant neoplasms (C00-C97),Cancer,WV,4652,215.2
1999,Malignant neoplasms (C00-C97),Cancer,OH,25233,215.4
2000,Malignant neoplasms (C00-C97),Cancer,AL,9807,215.4
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NE,4242,215.5
2004,Malignant neoplasms (C00-C97),Cancer,KY,9159,215.5
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WA,11515,215.7
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,LA,10647,216.3
2004,Malignant neoplasms (C00-C97),Cancer,LA,9434,216.3
2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,TN,14257,216.5
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NH,2725,216.7
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,USA,652091,216.8
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NE,4197,217.1
2001,Malignant neoplasms (C00-C97),Cancer,MS,5958,217.1
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,FL,48141,217.3
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WY,992,217.4
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,VT,1342,217.4
2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,TN,14582,217.4
1999,Malignant neoplasms (C00-C97),Cancer,IN,12898,217.4
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ArKS,7581,217.5
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MA,15314,217.9
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MD,11594,217.9
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NM,3452,218
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,CT,8582,218
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MD,11346,218.5
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,OH,27886,218.5
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ArKS,7407,218.6
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WI,12923,218.8
2002,Malignant neoplasms (C00-C97),Cancer,MS,6069,218.8
2000,Malignant neoplasms (C00-C97),Cancer,TN,12339,218.8
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MO,14338,218.9
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NJ,20655,219.1
2005,Malignant neoplasms (C00-C97),Cancer,KY,9505,219.1
2001,Malignant neoplasms (C00-C97),Cancer,WV,4685,219.2
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,CT,8815,219.3
2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WV,5038,219.6
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MO,14644,219.8
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,SD,1985,219.9
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,TX,40152,220.4
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,OK,9198,220.4
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ID,2532,220.5
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MI,24344,220.6
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,IL,28226,220.7
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ME,3272,220.7
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,IN,14375,220.8
2001,Malignant neoplasms (C00-C97),Cancer,DE,1786,221
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,IA,8181,221.5
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,USA,652486,221.6
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NJ,20560,221.8
2003,Malignant neoplasms (C00-C97),Cancer,LA,9533,221.8
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,VA,14756,222.1
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,GA,16478,222.2
2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,DC,1306,222.4
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,AL,12832,222.5
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MI,24149,222.5
2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ArKS,7274,222.5
2002,Malignant neoplasms (C00-C97),Cancer,LA,9441,222.8
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,AZ,10800,223.1
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ArKS,7938,223.2
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,KS,6680,223.2
1999,Malignant neoplasms (C00-C97),Cancer,DE,1737,223.3
2000,Malignant neoplasms (C00-C97),Cancer,MS,6075,223.6
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ArKS,8090,223.7
2003,Malignant neoplasms (C00-C97),Cancer,KY,9378,223.7
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,SC,9359,223.9
2000,Malignant neoplasms (C00-C97),Cancer,WV,4753,223.9
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,AL,12461,224
2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,DC,1288,224.1
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,VT,1429,224.1
1999,Malignant neoplasms (C00-C97),Cancer,KY,8925,224.2
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WI,13023,224.3
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,IL,28284,224.3
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NH,2776,225
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,CA,68864,225.1
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,AL,12036,225.1
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,IA,8250,225.1
1999,Malignant neoplasms (C00-C97),Cancer,WV,4762,225.1
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,KY,10061,225.5
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,SC,9182,225.6
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,KS,6716,225.6
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NY,49324,225.8
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,RI,2969,225.9
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,FL,49235,226.1
2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ArKS,7295,226.1
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,TX,40196,226.9
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,RI,3005,226.9
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,KY,9916,227
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,TN,14280,227.2
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WY,1009,227.8
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,IN,14542,227.9
1999,Malignant neoplasms (C00-C97),Cancer,MS,6143,227.9
2000,Malignant neoplasms (C00-C97),Cancer,LA,9400,227.9
2001,Malignant neoplasms (C00-C97),Cancer,LA,9517,228
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,OK,9868,228.1
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MI,24255,228.1
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,TN,14661,228.1
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,OK,10209,228.2
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,AL,12472,228.4
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MA,15871,228.5
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,OK,9721,228.5
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,SD,2024,228.6
2002,Malignant neoplasms (C00-C97),Cancer,KY,9438,228.6
2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,AL,11942,228.7
2000,Malignant neoplasms (C00-C97),Cancer,KY,9207,228.7
2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,OK,9399,228.8
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MO,14749,228.8
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,PA,36207,229.3
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,VT,1438,229.4
2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,LA,10282,229.4
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,AL,12981,229.7
2001,Malignant neoplasms (C00-C97),Cancer,KY,9358,229.7
2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,LA,10169,229.9
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MS,7538,229.9
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,VA,14952,230
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ArKS,7214,230.1
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NY,49528,230.4
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,CA,68797,230.4
1999,Malignant neoplasms (C00-C97),Cancer,LA,9412,230.5
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MS,7269,231.3
2002,Malignant neoplasms (C00-C97),Cancer,DC,1298,231.8
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,RI,3011,231.9
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,OH,29003,231.9
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,DE,2031,232.3
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WV,5264,232.5
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WV,5208,232.5
2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,OK,9202,232.6
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,CT,8993,232.7
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MS,7865,233.1
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,IN,14636,233.2
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NC,18674,233.3
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,CA,68234,233.6
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NV,5013,233.7
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,PA,36434,233.8
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ME,3400,233.9
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,OK,10310,234
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,KS,6931,234.2
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ND,1833,234.2
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,SD,2105,234.5
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,VA,14913,234.5
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NH,2835,234.6
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,LA,9947,234.9
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NE,4497,235
2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,OK,9426,235.2
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,OH,29078,235.8
2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,AL,12083,236
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,GA,16781,236
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,FL,50629,236
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ArKS,7516,236.1
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,IA,8559,236.1
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NH,2751,236.2
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,USA,685089,236.3
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MO,14974,236.8
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,KS,6975,237
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NH,2811,237.3
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WI,13601,237.3
2001,Malignant neoplasms (C00-C97),Cancer,DC,1327,237.5
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NC,18524,237.6
2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,AL,12021,238
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,TN,14642,238
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,DE,2015,238.1
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NY,50470,238.2
2000,Malignant neoplasms (C00-C97),Cancer,DC,1335,238.3
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,LA,10347,238.5
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,FL,50336,238.6
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ME,3418,238.7
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,CT,9127,238.8
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,IL,29816,239.2
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MD,12164,239.8
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,DE,1918,239.9
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,CA,68426,239.9
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NJ,22043,239.9
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MS,7715,240
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NV,4693,240
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,SC,9510,240.1
2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MS,7335,240.1
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,GA,16557,240.3
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,IA,8699,240.3
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WV,5311,240.5
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ArKS,7431,240.5
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MS,7969,240.5
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,TX,41779,241.2
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MI,25128,241.3
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,KY,10353,241.4
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,LA,10026,241.4
1999,Malignant neoplasms (C00-C97),Cancer,DC,1340,241.4
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MD,12008,242.4
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MI,24825,242.7
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,AL,12074,243.3
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,RI,3109,243.6
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WI,13827,243.7
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NV,4599,244
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,RI,3008,244.1
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,DC,1389,244.3
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,RI,3076,244.3
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,USA,696947,244.6
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,AL,11926,245
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,VA,15264,245.5
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NC,18792,246.1
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,PA,38075,246.2
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NV,5094,246.7
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,DE,2027,247.2
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NV,4421,247.5
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,FL,51434,247.7
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NY,51985,248.3
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MO,15500,248.5
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,SC,9471,248.6
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NJ,22510,248.6
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,IN,15467,249.4
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,SC,9659,249.4
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,USA,700142,249.5
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,RI,3115,249.5
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,IL,30821,250.2
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ArKS,7575,250.3
